ID	ALIGNMENT	COGID	TOKENS	CONCEPT	CONCEPTINSOURCE	SHELL	DOCULECT	FORM	VALUE	NOTE
683	ʔ a ( - ) k ( - )	16	ʔ a k	DO (TR.),AUXILIARY (TR.)	DO (TR.),AUXILIARY (TR.)	1	Proto-Pano-Takana	ʔak-	ʔak-	None
684	ʔ a ( - ) k ( - )	16	ʔ a k	DO (TR.),AUXILIARY (TR.)	DO (TR.),AUXILIARY (TR.)	1	Proto-Pano	ʔak-	ʔak-	None
685	ʔ a ( - ) - ( - )	16	ʔ a	DO (TR.),AUXILIARY (TR.)	DO (TR.),AUXILIARY (TR.)	1	Kakataibo	ʔa-	ʔa-	None
686	ʔ a ( - ) - ( - )	16	ʔ a	DO (TR.),AUXILIARY (TR.)	DO (TR.),AUXILIARY (TR.)	1	ShipiboKonibo	ʔa-	ʔa-	None
687	ʔ a ( - ) - ( - )	16	ʔ a	DO (TR.),AUXILIARY (TR.)	DO (TR.),AUXILIARY (TR.)	1	Kapanawa	ʔa-	ʔa-	None
688	- a ( - ) - ( - )	16	a	DO (TR.),AUXILIARY (TR.)	DO (TR.),AUXILIARY (TR.)	1	Marubo	a	a	None
689	ʔ a ( - ) - ( - )	16	ʔ a	DO (TR.),AUXILIARY (TR.)	DO (TR.),AUXILIARY (TR.)	1	Chacobo	ʔa-	ʔa-	None
690	- a ( - ) - ( - )	16	a	DO (TR.),AUXILIARY (TR.)	DO (TR.),AUXILIARY (TR.)	1	Kaxarari	a-	a-	None
691	- a ( - ) k ( - )	16	a k	DO (TR.),AUXILIARY (TR.)	DO (TR.),AUXILIARY (TR.)	1	Yaminawa	ak-	ak-	None
692	- a ( - ) - ( - )	16	a	DO (TR.),AUXILIARY (TR.)	DO (TR.),AUXILIARY (TR.)	1	Chaninawa	a-	a-	None
693	- a ( - ) - ( - )	16	a	DO (TR.),AUXILIARY (TR.)	DO (TR.),AUXILIARY (TR.)	1	Sharanawa	a-	a-	None
694	w a	41	w a	TRANSITIVIZER	TRANSITIVIZER	1	Proto-Pano-Takana	-wa	-[w]a	None
695	w a	41	w a	TRANSITIVIZER	TRANSITIVIZER	1	Proto-Pano	-wa	-wa	None
696	- ɔ	41	ɔ	TRANSITIVIZER	TRANSITIVIZER	1	Kakataibo	-ɔ	-ɔ	None
697	w a	41	w a	TRANSITIVIZER	TRANSITIVIZER	1	Chacobo	-wa	-wa	None
698	t i	15	t i	DETRANSITIVIZER,REFLEXIVE	DETRANSITIVIZER,REFLEXIVE	None	Proto-Pano-Takana	-ti	-t[i]	None
699	t -	15	t	DETRANSITIVIZER,REFLEXIVE	DETRANSITIVIZER,REFLEXIVE	None	Proto-Pano	-t	-t	None
700	t -	15	t	DETRANSITIVIZER,REFLEXIVE	DETRANSITIVIZER,REFLEXIVE	None	Kakataibo	-t	-t	None
701	t -	15	t	DETRANSITIVIZER,REFLEXIVE	DETRANSITIVIZER,REFLEXIVE	None	ShipiboKonibo	-t	-t	None
702	!N/r ![a]/a	18	!N/r ![a]/a	ERGATIVE	ERGATIVE	None	Proto-Pano-Takana	-N[a]	-N[a]	None
703	n -	18	n	ERGATIVE	ERGATIVE	None	Proto-Pano	-n	-n	None
704	n -	18	n	ERGATIVE	ERGATIVE	None	Kakataibo	=n	=(a)n	None
705	n -	18	n	ERGATIVE	ERGATIVE	None	ShipiboKonibo	=n	=n	None
706	n -	18	n	ERGATIVE	ERGATIVE	None	Kapanawa	-n	-n	None
707	( - ) ʂ u ( - - )	38	ʂ u	PREVIOUS EVENT, SAME-SUBJECT	PREVIOUS EVENT, SAME-SUBJECT	None	Proto-Pano-Takana	-ṣu	-ṣu	None
708	( - ) ʂ o ( + n )	38	ʂ o + n	PREVIOUS EVENT, SAME-SUBJECT	PREVIOUS EVENT, SAME-SUBJECT	None	Proto-Pano	-ʂo-n	-ʂo-n	None
709	( - ) ʂ u ( - n )	38	ʂ u n	PREVIOUS EVENT, SAME-SUBJECT	PREVIOUS EVENT, SAME-SUBJECT	None	Kakataibo	-ʂun	-ʂun	None
710	( - ) ʂ o ( - n )	38	ʂ o n	PREVIOUS EVENT, SAME-SUBJECT	PREVIOUS EVENT, SAME-SUBJECT	None	ShipiboKonibo	-ʂon	-ʂon	None
711	( - ) ʂ o ( - - )	38	ʂ o	PREVIOUS EVENT, SAME-SUBJECT	PREVIOUS EVENT, SAME-SUBJECT	None	Chacobo	-ʂo	-ʂo	None
712	( - ) ʂ u ( - - )	38	ʂ u	PREVIOUS EVENT, SAME-SUBJECT	PREVIOUS EVENT, SAME-SUBJECT	None	Kaxarari	-ʂu	-ʂu	None
713	b ɨ t a	8	b ɨ t a	COMITATIVE,ALONG WITH	COMITATIVE,ALONG WITH	24	Proto-Pano-Takana	bɨta	bɨta	None
714	β ɨ t a	8	β ɨ t a	COMITATIVE,ALONG WITH	COMITATIVE,ALONG WITH	24	Proto-Pano	βɨta	βɨta	None
715	b ɨ - -	8	b ɨ	COMITATIVE,ALONG WITH	COMITATIVE,ALONG WITH	24	Kakataibo	-bɨ	-bɨ~-bɨtan	None
716	b ɨ - -	8	b ɨ	COMITATIVE,ALONG WITH	COMITATIVE,ALONG WITH	24	ShipiboKonibo	-bɨ	-bɨ	None
717	b ɨ t a	8	b ɨ t a	COMITATIVE,ALONG WITH	COMITATIVE,ALONG WITH	24	Chacobo	-bɨta	-bɨta	None
718	f ɨ t !ã/a	8	f ɨ t !ã/a	COMITATIVE,ALONG WITH	COMITATIVE,ALONG WITH	24	Yaminawa	-fɨtã	-fɨtã	None
719	- ɨ ( - - - )	1	ɨ	1st SG 'I'	1st SG 'I'	11	Amawaka	ɨ	ɨ	None
720	- ɨ ( - - - )	1	ɨ	1st SG 'I'	1st SG 'I'	11	Kaxinawa	ɨ	ɨ	None
721	- ɨ ( - - - )	1	ɨ	1st SG 'I'	1st SG 'I'	11	Marinawa	ɨ	ɨ	None
722	m i ( j - a - - )	2	m i j a	2nd SG 'you'	2nd SG 'you'	72	Amawaka	miya	miya	None
723	m i ( - - a - - )	2	m i a	2nd SG 'you'	2nd SG 'you'	72	Kaxinawa	mia	mia	None
724	m i ( - - a - - )	2	m i a	2nd SG 'you'	2nd SG 'you'	72	Marinawa	mia	mia	None
725	m i ( - - - - - )	2	m i	2nd SG 'you'	2nd SG 'you'	72	Korubo	mi	mi	None
726	m i ( - - - - - )	2	m i	2nd SG 'you'	2nd SG 'you'	72	Matis	mi_	mi (minbi,mibi,min)	None
727	m i ( - - - - - )	2	m i	2nd SG 'you'	2nd SG 'you'	72	Matses	mi_	mi (minbi,mibi,min)	None
728	- u ( - - - i d )	11	u i d	DEMONSTRATIVE	DEMONSTRATIVE distal	14	Matses	uid	uid	None
729	( - ) n ɨ ( - i d - )	13	n ɨ i d	DEMONSTRATIVE proximate	DEMONSTRATIVE proximate	79	Matses	nɨid	nɨid	None
730	w ɨ	29	w ɨ	IMPERATIVE	IMPERATIVE	43	Shanenawa	-wɨ	-wɨ	None
731	w ɨ	29	w ɨ	IMPERATIVE	IMPERATIVE	43	Katukina	wɨ	wɨ	None
732	w ɨ	29	w ɨ	IMPERATIVE	IMPERATIVE	43	Kaxinawa	-wɨ	-wɨ	None
733	w ɨ	29	w ɨ	IMPERATIVE	IMPERATIVE	43	Marinawa	-wɨ	-wɨ	None
734	w ɨ	29	w ɨ	IMPERATIVE	IMPERATIVE	43	Yawanawa	-wɨ	-wɨ	None
735	( - - ) b u d - ( - - - )	26	b u d	GOING DOWN,DOWNWARD	GOING DOWN,DOWNWARD	None	Matses	-bud	-bud	None
736	( - - ) b ɨ ( r a n - )	17	b ɨ r a n	DO COMING	DO COMING	None	Amawaka	-vɨran	-vɨran	None
737	( - - ) b ɨ ( ts - e n )	17	b ɨ ts e n	DO COMING	DO COMING	None	Matses	-bɨtsen	-bɨtsen	None
738	k a ts i ( - - - - )	14	k a ts i	DESIDERATIVE	DESIDERATIVE	53	Amawaka	-katsi	-katsi	None
739	k a s - ( - - - - )	14	k a s	DESIDERATIVE	DESIDERATIVE	53	Matses	-kas-	-kas-,katsi	None
740	( - - ) m a ( - )	36	m a	NEGATIVE	NEGATIVE	61	Shanenawa	-ma	-ma,-yama,	'negación general','negación de imperativo
741	( j a ) m a ( - )	36	j a m a	NEGATIVE	NEGATIVE	61	Katukina	yama	yama,ma	'no tener,negativo','no'
742	( - - ) b a ( - )	36	b a	NEGATIVE	NEGATIVE	61	Poyanawa	ba	ba	'asertivo negativo'
743	( j a ) m a ( - )	36	j a m a	NEGATIVE	NEGATIVE	61	Amawaka	-yama	-yama	None
744	( - - ) m a ( - )	36	m a	NEGATIVE	NEGATIVE	61	Kaxinawa	-ma	-ma,-yama	None
745	( - - ) m a ( - )	36	m a	NEGATIVE	NEGATIVE	61	Marinawa	-ma	-ma	None
746	( - - ) m a ( - )	36	m a	NEGATIVE	NEGATIVE	61	Yawanawa	-ma	-ma	'negación'
747	( - - ) m a ( - )	36	m a	NEGATIVE	NEGATIVE	61	Korubo	-ma	-ma	'negación pasado'
748	( - a ) m a ( - )	36	a m a	NEGATIVE	NEGATIVE	61	Matis	-ama	-ama	'negación pasado'
749	m a ( - - )	7	m a	CAUSATIVE	CAUSATIVE	None	Shanenawa	-ma	-ma	None
750	m a ( - - )	7	m a	CAUSATIVE	CAUSATIVE	None	Amawaka	-ma-	-ma-	None
751	m a ( - - )	7	m a	CAUSATIVE	CAUSATIVE	None	Kaxinawa	-ma-	-ma-	None
752	m a ( - - )	7	m a	CAUSATIVE	CAUSATIVE	None	Marinawa	-ma	-ma	None
753	m a ( - - )	7	m a	CAUSATIVE	CAUSATIVE	None	Yawanawa	-ma-	-ma-	None
754	m e ( - - )	7	m e	CAUSATIVE	CAUSATIVE	None	Korubo	-me	-me	None
755	m e ( - - )	7	m e	CAUSATIVE	CAUSATIVE	None	Matis	-me	-me	None
756	m e ( - - )	7	m e	CAUSATIVE	CAUSATIVE	None	Matses	-me	-me	None
757	( - - - ) p a ( - )	3	p a	AUGMENTATIVE	AUGMENTATIVE	81	Matses	-pa	-pa	None
758	ʔ a ( - ) - ( - )	16	ʔ a	DO (TR.),AUXILIARY (TR.)	DO (TR.),AUXILIARY (TR.)	1	Amawaka	ʔa-	ʔa-	None
759	- a ( - ) - ( - )	16	a	DO (TR.),AUXILIARY (TR.)	DO (TR.),AUXILIARY (TR.)	1	Kaxinawa	a-	a-	None
760	- a ( - ) - ( - )	16	a	DO (TR.),AUXILIARY (TR.)	DO (TR.),AUXILIARY (TR.)	1	Marinawa	a-	a-	None
761	- a ( - ) k ( - )	16	a k	DO (TR.),AUXILIARY (TR.)	DO (TR.),AUXILIARY (TR.)	1	Korubo	ak-	ak-	None
762	- a ( - ) k ( - )	16	a k	DO (TR.),AUXILIARY (TR.)	DO (TR.),AUXILIARY (TR.)	1	Matis	ak-	ak-	None
763	- a ( - ) k ( - )	16	a k	DO (TR.),AUXILIARY (TR.)	DO (TR.),AUXILIARY (TR.)	1	Matses	ak-	ak-	None
764	w a	41	w a	TRANSITIVIZER	TRANSITIVIZER	1	Kaxinawa	wa-	wa-,-wa	None
765	n -	18	n	ERGATIVE	ERGATIVE	None	Matses	-n	-n	None
766	( - ) ts o ( - n )	38	ts o n	PREVIOUS EVENT, SAME-SUBJECT	PREVIOUS EVENT, SAME-SUBJECT	None	Amawaka	=çon	=çon	None
767	( - ) ʂ u ( - n )	38	ʂ u n	PREVIOUS EVENT, SAME-SUBJECT	PREVIOUS EVENT, SAME-SUBJECT	None	Kaxinawa	=ʂun	=ʂun	None
768	( - ) ʂ u ( - n )	38	ʂ u n	PREVIOUS EVENT, SAME-SUBJECT	PREVIOUS EVENT, SAME-SUBJECT	None	Matis	=ʂun	=ʂun	None
769	( - ) ʂ u ( - n )	38	ʂ u n	PREVIOUS EVENT, SAME-SUBJECT	PREVIOUS EVENT, SAME-SUBJECT	None	Matses	=ʂun	=ʂun	None
770	w ɨ - -	8	w ɨ	COMITATIVE,ALONG WITH	COMITATIVE,ALONG WITH	24	Amawaka	-wɨ	-wɨ,-wɨtã	None
771	b ɨ - -	8	b ɨ	COMITATIVE,ALONG WITH	COMITATIVE,ALONG WITH	24	Kaxinawa	-bɨ	-bɨ,-bɨtã	None
772	f ɨ t a	8	f ɨ t a	COMITATIVE,ALONG WITH	COMITATIVE,ALONG WITH	24	Marinawa	-fɨta	-fɨta,fɨtã	None
773	b i d -	8	b i d	COMITATIVE,ALONG WITH	COMITATIVE,ALONG WITH	24	Matses	-bid_	-bid (S),-bɨta (O),-bɨtan (A)	None
774	- e ( - - - )	1	e	1st SG 'I'	1st SG 'I'	11	Proto-Takana	e	e	None
775	- e ( + m a )	1	e + m a	1st SG 'I'	1st SG 'I'	11	Tacanan	e-ma	e-ma	None
776	- e ( + m e )	1	e + m e	1st SG 'I'	1st SG 'I'	11	Reyesano	e-me	e-me/éme	None
777	- e ( - m a )	1	e m a	1st SG 'I'	1st SG 'I'	11	Araona	ema	ema,yama	None
778	- e ( + r a )	1	e + r a	1st SG 'I'	1st SG 'I'	11	Cavinena	e-ra	e-ra	None
779	- e ( - - a )	1	e a	1st SG 'I'	1st SG 'I'	11	EseEjja	ea	ea,eyaya	None
780	m i ( - - - - - )	2	m i	2nd SG 'you'	2nd SG 'you'	72	Proto-Takana	mi	mi	Girard additionally lists -mikia for Arasa.
781	m i ( + k e - - )	2	m i + k e	2nd SG 'you'	2nd SG 'you'	72	Tacanan	mi-ke	mi-ke	None
782	m i ( b - e - - )	2	m i b e	2nd SG 'you'	2nd SG 'you'	72	Reyesano	mibe	mibe/mive	None
783	m i ( t j a - - )	2	m i t j a	2nd SG 'you'	2nd SG 'you'	72	Araona	mitya	mitya	None
784	m i ( + kʷ a n a )	2	m i + kʷ a n a	2nd SG 'you'	2nd SG 'you'	72	Cavinena	mi-kwana	mi-kwana	None
785	m i ( + - a - - )	2	m i + a	2nd SG 'you'	2nd SG 'you'	72	EseEjja	mi-a	mi-a	None
786	- u ( - - - - - )	11	u	DEMONSTRATIVE	DEMONSTRATIVE 'this' 'he'	14	Proto-Takana	u-	u-	None
787	- u ( + h a - - )	11	u + h a	DEMONSTRATIVE	DEMONSTRATIVE 'this' 'he'	14	Tacanan	u-ha	u-ha	None
788	- o ( + h o - - )	11	o + h o	DEMONSTRATIVE	DEMONSTRATIVE 'this' 'he'	14	Cavinena	o-ho	o-ho	None
789	- o ( + h a j a )	11	o + h a j a	DEMONSTRATIVE	DEMONSTRATIVE 'this' 'he'	14	EseEjja	o-haya	o-haya	None
790	( - ) r e ( e - - - )	13	r e e	DEMONSTRATIVE proximate	DEMONSTRATIVE proximate	79	Proto-Takana	ree-	ree-	None
791	( - ) j e ( - - - - )	13	j e	DEMONSTRATIVE proximate	DEMONSTRATIVE proximate	79	Tacanan	ye	ye	None
792	( - ) r e ( e k e - )	13	r e e k e	DEMONSTRATIVE proximate	DEMONSTRATIVE proximate	79	Cavinena	reeke	reeke	None
793	( - ) h i ( - k i o )	13	h i k i o	DEMONSTRATIVE proximate	DEMONSTRATIVE proximate	79	EseEjja	hikio	hikio	None
794	kʷ e ( - ) - ( - )	25	kʷ e	GENITIVE	GENITIVE	44	Proto-Takana	-kʷe	-kʷe	Girard additionally lists -kwe for Warayo.
795	k e ( - ) - ( - )	25	k e	GENITIVE	GENITIVE	44	Tacanan	-ke	-ke	None
796	k i ( - ) - ( - )	25	k i	GENITIVE	GENITIVE	44	Reyesano	ki-	ki-/-	'possessive prefix'
797	kʷ e ( - ) - ( - )	25	kʷ e	GENITIVE	GENITIVE	44	Cavinena	-kwe	-kwe	None
798	kʷ e ( - ) - ( - )	25	kʷ e	GENITIVE	GENITIVE	44	EseEjja	-kwe	-kwe	None
799	kʷ e	29	kʷ e	IMPERATIVE	IMPERATIVE	43	Proto-Takana	-kʷe	-kʷe	Girard additionally lists -he for Warisa.
800	k e	29	k e	IMPERATIVE	IMPERATIVE	43	Tacanan	-ke	-ke	None
801	kʷ e	29	kʷ e	IMPERATIVE	IMPERATIVE	43	Cavinena	-kwe	-kwe	None
802	( - - ) b u t e ( - - - )	26	b u t e	GOING DOWN,DOWNWARD	GOING DOWN,DOWNWARD	None	Proto-Takana	-bu[te]	-bu,-bute	For first form, Girard additionally lists -anibuteni for Warisa. For second form, see footnote 67.
803	( e + ) b u t e ( + h i )	26	e + b u t e + h i	GOING DOWN,DOWNWARD	GOING DOWN,DOWNWARD	None	Tacanan	e-bute-hi	e-bute-hi,-ute	None
804	( - - ) b u t e ( - - - )	26	b u t e	GOING DOWN,DOWNWARD	GOING DOWN,DOWNWARD	None	Reyesano	bute	-/animabotia,-bute/-	None
805	( - - ) b o t e ( - - - )	26	b o t e	GOING DOWN,DOWNWARD	GOING DOWN,DOWNWARD	None	Araona	-bote	-bote	None
806	( e + ) b o t e ( - - - )	26	e + b o t e	GOING DOWN,DOWNWARD	GOING DOWN,DOWNWARD	None	Cavinena	e-bote	e-bote,-bute/-butya	None
807	( - - ) ʔ o k e ( - - - )	26	ʔ o k e	GOING DOWN,DOWNWARD	GOING DOWN,DOWNWARD	None	EseEjja	'oke	'oke/-'okya	None
808	( - - ) b e ( - - - - )	17	b e	DO COMING	DO COMING	None	Proto-Takana	-be	-be	Guillaume 2017:233
809	( - - ) b e ( - - - - )	17	b e	DO COMING	DO COMING	None	Tacanan	-be	-be	None
810	( - - ) b e ( b - e - )	17	b e b e	DO COMING	DO COMING	None	Reyesano	-bebe	-bebe/-	None
811	( - - ) b e ( - - - - )	17	b e	DO COMING	DO COMING	None	Cavinena	-be	-be	None
812	( j e ) b e ( - - - - )	17	j e b e	DO COMING	DO COMING	None	EseEjja	-jebe	-jebe	None
813	k a ts a ( - - - - )	14	k a ts a	DESIDERATIVE	DESIDERATIVE	53	Proto-Takana	-katsa	-katsa	None
814	- - ts a ( - - - - )	14	ts a	DESIDERATIVE	DESIDERATIVE	53	Tacanan	-tsa	-tsa	None
815	h a - e ( - - - - )	14	h a e	DESIDERATIVE	DESIDERATIVE	53	Araona	-hae	-hae	None
816	k a r a ( - - - - )	14	k a r a	DESIDERATIVE	DESIDERATIVE	53	Cavinena	-kara	-kara	None
817	- - s a ( - - - - )	14	s a	DESIDERATIVE	DESIDERATIVE	53	EseEjja	-sa	-sa	None
818	( - - ) m a ( - )	36	m a	NEGATIVE	NEGATIVE	61	Proto-Takana	-ma	-(a)ma	verbal and nominal
819	( - - ) m a ( - )	36	m a	NEGATIVE	NEGATIVE	61	Tacanan	-ma	-(a)ma	None
820	( - - ) m a ( - )	36	m a	NEGATIVE	NEGATIVE	61	Cavinena	-ma	-(a)ma	None
821	( - - ) m a ( - )	36	m a	NEGATIVE	NEGATIVE	61	EseEjja	-ma	-(a)ma	None
822	m e ( r e )	7	m e r e	CAUSATIVE	CAUSATIVE	None	Proto-Takana	-me[re]	-me[re]	Girard reconstructs *-me[re] based on Tacana –meand Cavineña –mere. To this we can now add Ese’ Ejja -mee and Araona -me.
823	m e ( - - )	7	m e	CAUSATIVE	CAUSATIVE	None	Tacanan	-me	-me	None
824	m e ( - - )	7	m e	CAUSATIVE	CAUSATIVE	None	Araona	-me	-me	None
825	m e ( r e )	7	m e r e	CAUSATIVE	CAUSATIVE	None	Cavinena	-mere	-mere	None
826	m e ( - e )	7	m e e	CAUSATIVE	CAUSATIVE	None	EseEjja	-mee	-mee	None
827	( - - - ) p a ( - )	3	p a	AUGMENTATIVE	AUGMENTATIVE	81	Proto-Takana	-pa	-pa	None
828	( - - - ) p a ( - )	3	p a	AUGMENTATIVE	AUGMENTATIVE	81	Tacanan	-pa	-pa	None
829	( - - - ) p a ( - )	3	p a	AUGMENTATIVE	AUGMENTATIVE	81	Cavinena	-pa	-pa	None
830	- a ( - ) - ( - )	16	a	DO (TR.),AUXILIARY (TR.)	DO (TR.),AUXILIARY (TR.)	1	Proto-Takana	a-	a-	Girard additionally lists age for Warisa.
831	- a ( - ) - ( - )	16	a	DO (TR.),AUXILIARY (TR.)	DO (TR.),AUXILIARY (TR.)	1	Tacanan	a-	a-	None
832	- a ( - ) - ( - )	16	a	DO (TR.),AUXILIARY (TR.)	DO (TR.),AUXILIARY (TR.)	1	Cavinena	a-	a-	None
833	- a ( + ) k ( a )	16	a + k a	DO (TR.),AUXILIARY (TR.)	DO (TR.),AUXILIARY (TR.)	1	EseEjja	a-ka-	a-ka-	None
834	- a	41	a	TRANSITIVIZER	TRANSITIVIZER	1	Proto-Takana	-a	-a	Girard additionally lists -a(-) for the Warayo.
835	- a	41	a	TRANSITIVIZER	TRANSITIVIZER	1	Tacanan	-a	-a(-)	None
836	- a	41	a	TRANSITIVIZER	TRANSITIVIZER	1	Reyesano	-a	-a(-)/-	None
837	- a	41	a	TRANSITIVIZER	TRANSITIVIZER	1	Cavinena	-a	-a(-)	None
838	- a	41	a	TRANSITIVIZER	TRANSITIVIZER	1	EseEjja	-a	-a(-)	None
839	t i	15	t i	DETRANSITIVIZER,REFLEXIVE	DETRANSITIVIZER,REFLEXIVE	None	Proto-Takana	-ti	-ti	None
840	t i	15	t i	DETRANSITIVIZER,REFLEXIVE	DETRANSITIVIZER,REFLEXIVE	None	Tacanan	-ti	-ti	None
841	t i	15	t i	DETRANSITIVIZER,REFLEXIVE	DETRANSITIVIZER,REFLEXIVE	None	Cavinena	-ti	-ti	None
842	k i	15	k i	DETRANSITIVIZER,REFLEXIVE	DETRANSITIVIZER,REFLEXIVE	None	EseEjja	-ki	-ki	None
843	r a	18	r a	ERGATIVE	ERGATIVE	None	Proto-Takana	-ra	-ra	Girard additionally lists -a for Warayo.
844	- a	18	a	ERGATIVE	ERGATIVE	None	Tacanan	-a	-a	None
845	r a	18	r a	ERGATIVE	ERGATIVE	None	Cavinena	-ra	-ra	None
846	- a	18	a	ERGATIVE	ERGATIVE	None	EseEjja	-a	-(y)a	None
847	( - ) tʂ u ( - - )	38	tʂ u	PREVIOUS EVENT, SAME-SUBJECT	PREVIOUS EVENT, SAME-SUBJECT	None	Proto-Takana	-ṭṣu	-ṭṣu	None
848	( - ) s u ( - - )	38	s u	PREVIOUS EVENT, SAME-SUBJECT	PREVIOUS EVENT, SAME-SUBJECT	None	Tacanan	-su	-su	None
849	( - ) ts o ( - - )	38	ts o	PREVIOUS EVENT, SAME-SUBJECT	PREVIOUS EVENT, SAME-SUBJECT	None	Araona	-tso	-tso	None
850	( a ) ts u ( - - )	38	a ts u	PREVIOUS EVENT, SAME-SUBJECT	PREVIOUS EVENT, SAME-SUBJECT	None	Cavinena	-atsu	-atsu~-tsu	None
851	b e t a	8	b e t a	COMITATIVE,ALONG WITH	COMITATIVE,ALONG WITH TWO	24	Proto-Takana	beta	beta	Girard additionally lists beta, beabué and béka for Sapibokona, Warayo and Chama respectively.
852	b e t a	8	b e t a	COMITATIVE,ALONG WITH	COMITATIVE,ALONG WITH TWO	24	Tacanan	beta	beta	None
853	m.b e t a	8	m.b e t a	COMITATIVE,ALONG WITH	COMITATIVE,ALONG WITH TWO	24	Reyesano	mbeta	mbeta/beta	None
854	b e t a	8	b e t a	COMITATIVE,ALONG WITH	COMITATIVE,ALONG WITH TWO	24	Araona	beta	beta	None
855	b e t a	8	b e t a	COMITATIVE,ALONG WITH	COMITATIVE,ALONG WITH TWO	24	Cavinena	beta	beta	None
856	b e k a	8	b e k a	COMITATIVE,ALONG WITH	COMITATIVE,ALONG WITH TWO	24	EseEjja	beka	beka	None
